PT08.S1(CO),PT08.S2(NMHC),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,DateTime,Season
1187.0,1110.0,612.0,1658.0,1229.0,20.4,64.8,1.5379,2004-10-30 21:00:00,fall
1119.0,984.0,688.0,1539.0,1082.0,20.1,66.7,1.5548,2004-10-30 22:00:00,fall
1100.0,924.0,744.0,1494.0,963.0,19.5,70.0,1.5711,2004-10-30 23:00:00,fall
1076.0,895.0,757.0,1492.0,939.0,19.3,70.4,1.5578,2004-10-31 00:00:00,fall
972.0,799.0,833.0,1425.0,825.0,19.7,68.6,1.5563,2004-10-31 01:00:00,fall
973.0,828.0,818.0,1445.0,811.0,19.7,68.2,1.5484,2004-10-31 02:00:00,fall
918.0,742.0,905.0,1386.0,720.0,19.9,68.4,1.5673,2004-10-31 03:00:00,fall
844.0,630.0,1035.0,1320.0,627.0,18.4,74.2,1.5581,2004-10-31 04:00:00,fall
817.0,588.0,1134.0,1310.0,589.0,18.9,71.3,1.5449,2004-10-31 05:00:00,fall
791.0,519.0,1291.0,1295.0,540.0,18.1,79.0,1.6224,2004-10-31 06:00:00,fall
819.0,537.0,1264.0,1315.0,551.0,20.4,71.2,1.6834,2004-10-31 07:00:00,fall
972.0,743.0,944.0,1477.0,742.0,20.6,70.7,1.6996,2004-10-31 08:00:00,fall
997.0,797.0,812.0,1470.0,824.0,19.3,74.1,1.6391,2004-10-31 09:00:00,fall
1194.0,1000.0,653.0,1642.0,1059.0,22.2,64.4,1.7005,2004-10-31 10:00:00,fall
1240.0,1014.0,628.0,1643.0,1144.0,23.0,64.6,1.7851,2004-10-31 11:00:00,fall
1117.0,922.0,717.0,1585.0,994.0,24.3,57.4,1.7233,2004-10-31 12:00:00,fall
1141.0,932.0,689.0,1595.0,1014.0,22.0,67.0,1.7441,2004-10-31 13:00:00,fall
1062.0,880.0,719.0,1580.0,924.0,22.9,65.7,1.8148,2004-10-31 14:00:00,fall
1160.0,1036.0,622.0,1727.0,1023.0,23.2,63.9,1.7957,2004-10-31 15:00:00,fall
1169.0,983.0,672.0,1633.0,1033.0,23.0,62.3,1.7248,2004-10-31 16:00:00,fall
1185.0,1006.0,666.0,1638.0,1065.0,22.4,63.2,1.6878,2004-10-31 17:00:00,fall
1571.0,1559.0,440.0,2277.0,1516.0,21.7,66.6,1.7077,2004-10-31 18:00:00,fall
1464.0,1362.0,487.0,1987.0,1648.0,21.2,70.3,1.7476,2004-10-31 19:00:00,fall
1423.0,1314.0,508.0,1912.0,1466.0,20.8,70.9,1.7203,2004-10-31 20:00:00,fall
1318.0,1226.0,543.0,1848.0,1365.0,20.0,73.2,1.6965,2004-10-31 21:00:00,fall
1229.0,1114.0,598.0,1723.0,1247.0,19.7,73.7,1.6708,2004-10-31 22:00:00,fall
1187.0,1105.0,611.0,1700.0,1183.0,19.9,72.6,1.6681,2004-10-31 23:00:00,fall
1353.0,1176.0,584.0,1723.0,983.0,20.1,71.3,1.6564,2004-11-01 00:00:00,fall
1407.0,1235.0,548.0,1780.0,983.0,20.1,71.1,1.6498,2004-11-01 01:00:00,fall
1333.0,1201.0,552.0,1767.0,1925.0,19.6,73.2,1.6543,2004-11-01 02:00:00,fall
1269.0,1181.0,559.0,1756.0,1762.0,19.1,75.8,1.6568,2004-11-01 03:00:00,fall
1253.0,1206.0,540.0,1779.0,1579.0,18.4,77.9,1.6389,2004-11-01 04:00:00,fall
1212.0,1149.0,562.0,1710.0,1599.0,18.4,78.1,1.637,2004-11-01 05:00:00,fall
1061.0,962.0,679.0,1554.0,1395.0,19.2,74.7,1.6398,2004-11-01 06:00:00,fall
1028.0,890.0,733.0,1525.0,1323.0,19.4,75.1,1.6766,2004-11-01 07:00:00,fall
1067.0,928.0,711.0,1564.0,1309.0,19.1,75.6,1.6519,2004-11-01 08:00:00,fall
1111.0,970.0,667.0,1594.0,1441.0,20.3,71.1,1.6803,2004-11-01 09:00:00,fall
1189.0,1065.0,609.0,1683.0,1830.0,23.1,61.3,1.7131,2004-11-01 10:00:00,fall
1293.0,1114.0,584.0,1702.0,1704.0,25.1,56.0,1.7565,2004-11-01 11:00:00,fall
1285.0,1065.0,597.0,1686.0,1576.0,25.8,56.1,1.841,2004-11-01 12:00:00,fall
1236.0,1011.0,631.0,1706.0,1305.0,23.7,68.2,1.9739,2004-11-01 13:00:00,fall
1082.0,834.0,747.0,1562.0,991.0,23.1,70.8,1.98,2004-11-01 14:00:00,fall
1188.0,954.0,664.0,1636.0,1148.0,23.9,66.3,1.9361,2004-11-01 15:00:00,fall
1348.0,1157.0,564.0,1810.0,1307.0,23.8,65.0,1.8897,2004-11-01 16:00:00,fall
1394.0,1193.0,547.0,1811.0,1386.0,23.2,65.6,1.8435,2004-11-01 17:00:00,fall
1472.0,1290.0,510.0,1942.0,1420.0,21.8,72.7,1.8789,2004-11-01 18:00:00,fall
1291.0,1174.0,567.0,1746.0,1341.0,21.7,67.3,1.7256,2004-11-01 19:00:00,fall
1264.0,1133.0,593.0,1750.0,1258.0,21.3,66.3,1.6594,2004-11-01 20:00:00,fall
1264.0,1138.0,579.0,1733.0,1245.0,20.4,71.6,1.7004,2004-11-01 21:00:00,fall
1260.0,1160.0,568.0,1755.0,1231.0,19.6,75.3,1.6981,2004-11-01 22:00:00,fall
1184.0,1084.0,612.0,1674.0,1151.0,19.3,75.8,1.6762,2004-11-01 23:00:00,fall
1122.0,996.0,660.0,1586.0,1048.0,18.4,76.3,1.6017,2004-11-02 00:00:00,fall
983.0,881.0,752.0,1472.0,928.0,18.2,76.4,1.5787,2004-11-02 01:00:00,fall
885.0,753.0,878.0,1374.0,813.0,17.9,74.8,1.5219,2004-11-02 02:00:00,fall
825.0,661.0,987.0,1334.0,753.0,17.5,74.5,1.4781,2004-11-02 03:00:00,fall
791.0,627.0,1069.0,1306.0,709.0,17.2,74.0,1.4388,2004-11-02 04:00:00,fall
802.0,636.0,1016.0,1289.0,721.0,17.6,73.2,1.4555,2004-11-02 05:00:00,fall
804.0,652.0,1054.0,1294.0,710.0,17.9,69.3,1.4099,2004-11-02 06:00:00,fall
1014.0,927.0,747.0,1497.0,951.0,16.1,76.3,1.3902,2004-11-02 07:00:00,fall
1316.0,1317.0,538.0,1860.0,1336.0,17.1,72.8,1.4054,2004-11-02 08:00:00,fall
1296.0,1435.0,504.0,1899.0,1489.0,20.8,57.9,1.407,2004-11-02 09:00:00,fall
1381.0,1394.0,495.0,1911.0,1558.0,20.6,60.2,1.4428,2004-11-02 10:00:00,fall
1570.0,1617.0,426.0,2170.0,1944.0,22.1,56.6,1.4851,2004-11-02 11:00:00,fall
1426.0,1445.0,477.0,1970.0,1782.0,24.0,50.0,1.4679,2004-11-02 12:00:00,fall
1535.0,1578.0,440.0,2125.0,1921.0,25.7,45.6,1.487,2004-11-02 13:00:00,fall
1075.0,923.0,390.0,1456.2645979312647,983.0,25.5,49.7,1.5985,2004-11-02 14:00:00,fall
1605.0,1603.0,415.0,2199.0,1912.0,25.2,50.6,1.5989,2004-11-02 15:00:00,fall
1559.0,1586.0,421.0,2197.0,1827.0,25.4,50.7,1.6187,2004-11-02 16:00:00,fall
1075.0,923.0,390.0,1456.2645979312647,1919.0,24.4,56.0,1.6885,2004-11-02 17:00:00,fall
1075.0,923.0,358.0,1456.2645979312647,2013.0,23.0,62.1,1.7283,2004-11-02 18:00:00,fall
1075.0,923.0,359.0,1456.2645979312647,1919.0,21.8,65.3,1.6889,2004-11-02 19:00:00,fall
1075.0,923.0,349.0,1456.2645979312647,1927.0,20.9,67.5,1.6539,2004-11-02 20:00:00,fall
1461.0,1529.0,450.0,2111.0,1573.0,20.2,68.6,1.6034,2004-11-02 21:00:00,fall
1258.0,1272.0,541.0,1804.0,1325.0,19.3,70.8,1.5728,2004-11-02 22:00:00,fall
1138.0,1113.0,610.0,1641.0,1203.0,19.2,68.8,1.5097,2004-11-02 23:00:00,fall
936.0,849.0,798.0,1381.0,947.0,20.4,61.1,1.4495,2004-11-03 00:00:00,fall
1167.0,1090.0,626.0,1620.0,1106.0,18.0,71.5,1.4615,2004-11-03 01:00:00,fall
1071.0,1003.0,665.0,1542.0,1045.0,17.5,73.2,1.4515,2004-11-03 02:00:00,fall
866.0,717.0,909.0,1328.0,827.0,17.2,71.7,1.394,2004-11-03 03:00:00,fall
836.0,647.0,985.0,1271.0,777.0,16.4,74.4,1.3779,2004-11-03 04:00:00,fall
823.0,630.0,1033.0,1253.0,748.0,16.8,71.9,1.3628,2004-11-03 05:00:00,fall
890.0,727.0,917.0,1290.0,833.0,16.9,70.5,1.3504,2004-11-03 06:00:00,fall
1019.0,901.0,750.0,1438.0,960.0,17.0,70.1,1.3512,2004-11-03 07:00:00,fall
1177.0,1166.0,621.0,1667.0,1157.0,18.8,62.5,1.3401,2004-11-03 08:00:00,fall
1348.0,1398.0,505.0,1847.0,1444.0,20.3,58.4,1.3745,2004-11-03 09:00:00,fall
1341.0,1323.0,516.0,1786.0,1522.0,23.7,49.1,1.423,2004-11-03 10:00:00,fall
1307.0,1278.0,527.0,1767.0,1452.0,26.6,42.8,1.4713,2004-11-03 11:00:00,fall
1305.0,1287.0,525.0,1771.0,1437.0,26.2,43.5,1.4591,2004-11-03 12:00:00,fall
1177.0,1090.0,612.0,1632.0,1209.0,26.3,43.6,1.4663,2004-11-03 13:00:00,fall
1192.0,1085.0,617.0,1638.0,1170.0,26.6,42.5,1.4568,2004-11-03 14:00:00,fall
1214.0,1080.0,611.0,1642.0,1190.0,26.3,43.7,1.4718,2004-11-03 15:00:00,fall
1240.0,1152.0,575.0,1699.0,1278.0,25.6,46.2,1.4903,2004-11-03 16:00:00,fall
1271.0,1188.0,563.0,1703.0,1305.0,25.1,47.6,1.4983,2004-11-03 17:00:00,fall
1333.0,1312.0,520.0,1853.0,1364.0,23.8,51.4,1.4956,2004-11-03 18:00:00,fall
1390.0,1414.0,487.0,1959.0,1428.0,23.3,53.1,1.496,2004-11-03 19:00:00,fall
1266.0,1261.0,541.0,1807.0,1285.0,22.4,55.2,1.4735,2004-11-03 20:00:00,fall
1140.0,1072.0,626.0,1597.0,1143.0,21.7,57.7,1.4766,2004-11-03 21:00:00,fall
1240.0,1168.0,582.0,1714.0,1235.0,20.5,63.0,1.5043,2004-11-03 22:00:00,fall
1187.0,1122.0,589.0,1641.0,1208.0,19.5,67.6,1.5156,2004-11-03 23:00:00,fall
1043.0,975.0,675.0,1489.0,1041.0,18.7,69.0,1.4727,2004-11-04 00:00:00,fall
948.0,826.0,802.0,1382.0,897.0,19.3,65.5,1.45,2004-11-04 01:00:00,fall
955.0,775.0,831.0,1362.0,862.0,17.6,70.8,1.4105,2004-11-04 02:00:00,fall
915.0,721.0,891.0,1315.0,816.0,16.8,72.9,1.3851,2004-11-04 03:00:00,fall
832.0,644.0,990.0,1239.0,747.0,17.8,68.1,1.3722,2004-11-04 04:00:00,fall
846.0,628.0,1025.0,1218.0,727.0,16.1,73.5,1.3329,2004-11-04 05:00:00,fall
897.0,750.0,874.0,1270.0,799.0,15.8,73.5,1.3151,2004-11-04 06:00:00,fall
908.0,767.0,868.0,1272.0,807.0,17.0,68.0,1.3102,2004-11-04 07:00:00,fall
1348.0,1357.0,526.0,1833.0,1324.0,16.0,72.2,1.3077,2004-11-04 08:00:00,fall
1384.0,1386.0,504.0,1833.0,1404.0,17.8,65.4,1.3213,2004-11-04 09:00:00,fall
1473.0,1463.0,462.0,1948.0,1605.0,20.6,56.0,1.3467,2004-11-04 10:00:00,fall
1360.0,1287.0,517.0,1755.0,1478.0,23.6,48.0,1.3757,2004-11-04 11:00:00,fall
1305.0,1223.0,545.0,1720.0,1414.0,23.7,49.8,1.4433,2004-11-04 12:00:00,fall
1337.0,1302.0,507.0,1786.0,1465.0,24.7,47.4,1.4527,2004-11-04 13:00:00,fall
1414.0,1414.0,478.0,1896.0,1588.0,25.9,42.8,1.4122,2004-11-04 14:00:00,fall
1463.0,1417.0,467.0,1900.0,1651.0,26.8,43.3,1.4977,2004-11-04 15:00:00,fall
1530.0,1425.0,457.0,1975.0,1652.0,26.6,45.5,1.5555,2004-11-04 16:00:00,fall
1075.0,923.0,340.0,1456.2645979312647,983.0,24.8,53.9,1.6683,2004-11-04 17:00:00,fall
1075.0,923.0,328.0,1456.2645979312647,983.0,23.1,61.1,1.7082,2004-11-04 18:00:00,fall
1589.0,1619.0,406.0,2216.0,1780.0,22.2,63.7,1.6865,2004-11-04 19:00:00,fall
1463.0,1484.0,443.0,2011.0,1590.0,21.1,66.1,1.6313,2004-11-04 20:00:00,fall
1380.0,1345.0,493.0,1856.0,1419.0,20.0,69.0,1.5956,2004-11-04 21:00:00,fall
1383.0,1332.0,495.0,1855.0,1415.0,19.1,72.0,1.5732,2004-11-04 22:00:00,fall
1181.0,1094.0,600.0,1599.0,1180.0,18.8,70.6,1.5209,2004-11-04 23:00:00,fall
1061.0,931.0,699.0,1481.0,1015.0,18.5,69.5,1.4657,2004-11-05 00:00:00,fall
1091.0,945.0,698.0,1467.0,1014.0,18.4,68.5,1.439,2004-11-05 01:00:00,fall
1010.0,884.0,719.0,1430.0,938.0,16.8,73.3,1.3915,2004-11-05 02:00:00,fall
868.0,688.0,922.0,1249.0,777.0,17.9,66.8,1.3596,2004-11-05 03:00:00,fall
852.0,639.0,1009.0,1204.0,723.0,16.5,71.0,1.3239,2004-11-05 04:00:00,fall
826.0,601.0,1056.0,1180.0,702.0,16.9,67.9,1.295,2004-11-05 05:00:00,fall
862.0,677.0,973.0,1192.0,725.0,16.1,69.3,1.2591,2004-11-05 06:00:00,fall
951.0,800.0,803.0,1257.0,836.0,16.1,69.6,1.2593,2004-11-05 07:00:00,fall
1210.0,1188.0,583.0,1575.0,1129.0,16.2,70.1,1.2837,2004-11-05 08:00:00,fall
1601.0,923.0,389.0,2252.0,1718.0,16.5,69.3,1.2897,2004-11-05 09:00:00,fall
1477.0,1443.0,469.0,1878.0,1646.0,19.6,58.3,1.3141,2004-11-05 10:00:00,fall
1458.0,1408.0,471.0,1889.0,1664.0,20.7,55.5,1.3414,2004-11-05 11:00:00,fall
1354.0,1321.0,504.0,1799.0,1496.0,20.8,56.3,1.3664,2004-11-05 12:00:00,fall
1385.0,1354.0,490.0,1823.0,1506.0,21.7,53.1,1.3649,2004-11-05 13:00:00,fall
1460.0,1430.0,466.0,1932.0,1604.0,23.0,49.0,1.362,2004-11-05 14:00:00,fall
1492.0,1463.0,460.0,1935.0,1632.0,24.2,44.0,1.3078,2004-11-05 15:00:00,fall
1569.0,1547.0,435.0,2016.0,1736.0,24.7,43.6,1.3396,2004-11-05 16:00:00,fall
1075.0,923.0,351.0,1456.2645979312647,983.0,23.0,54.2,1.5066,2004-11-05 17:00:00,fall
1075.0,923.0,359.0,1456.2645979312647,983.0,21.4,60.9,1.5322,2004-11-05 18:00:00,fall
1388.0,1363.0,485.0,1815.0,1556.0,20.3,61.4,1.4417,2004-11-05 19:00:00,fall
1303.0,1177.0,562.0,1619.0,1389.0,20.0,63.2,1.4581,2004-11-05 20:00:00,fall
1257.0,1126.0,581.0,1599.0,1300.0,19.1,64.4,1.405,2004-11-05 21:00:00,fall
1132.0,1002.0,640.0,1474.0,1126.0,18.1,67.5,1.3855,2004-11-05 22:00:00,fall
1050.0,881.0,732.0,1363.0,982.0,17.8,66.9,1.3464,2004-11-05 23:00:00,fall
1033.0,842.0,756.0,1362.0,941.0,17.6,66.5,1.3249,2004-11-06 00:00:00,fall
1106.0,938.0,685.0,1395.0,1010.0,16.1,71.2,1.2948,2004-11-06 01:00:00,fall
1107.0,940.0,689.0,1403.0,985.0,15.5,73.3,1.2845,2004-11-06 02:00:00,fall
1011.0,856.0,769.0,1341.0,889.0,15.4,72.8,1.2633,2004-11-06 03:00:00,fall
916.0,726.0,879.0,1248.0,791.0,15.6,70.8,1.2461,2004-11-06 04:00:00,fall
852.0,641.0,1012.0,1172.0,710.0,17.0,64.5,1.2374,2004-11-06 05:00:00,fall
889.0,694.0,913.0,1198.0,743.0,14.9,72.3,1.2186,2004-11-06 06:00:00,fall
1002.0,828.0,798.0,1307.0,857.0,14.0,76.6,1.2183,2004-11-06 07:00:00,fall
1231.0,1134.0,587.0,1572.0,1143.0,14.6,74.2,1.2256,2004-11-06 08:00:00,fall
1212.0,1191.0,551.0,1586.0,1210.0,15.9,69.8,1.253,2004-11-06 09:00:00,fall
1121.0,1012.0,650.0,1436.0,1060.0,18.4,61.3,1.2854,2004-11-06 10:00:00,fall
1260.0,1121.0,568.0,1569.0,1252.0,20.0,56.7,1.3078,2004-11-06 11:00:00,fall
1391.0,1214.0,518.0,1691.0,1435.0,20.4,57.0,1.3507,2004-11-06 12:00:00,fall
1463.0,1280.0,482.0,1794.0,1544.0,20.7,59.3,1.4283,2004-11-06 13:00:00,fall
1464.0,1321.0,475.0,1794.0,1600.0,21.7,54.8,1.4024,2004-11-06 14:00:00,fall
1412.0,1230.0,516.0,1672.0,1534.0,22.0,54.2,1.4096,2004-11-06 15:00:00,fall
1450.0,1292.0,495.0,1768.0,1495.0,21.4,57.1,1.4356,2004-11-06 16:00:00,fall
1416.0,1283.0,510.0,1739.0,1442.0,20.8,58.7,1.4259,2004-11-06 17:00:00,fall
1346.0,1211.0,540.0,1674.0,1340.0,20.1,59.6,1.3852,2004-11-06 18:00:00,fall
1273.0,1137.0,586.0,1563.0,1231.0,20.0,58.4,1.3473,2004-11-06 19:00:00,fall
1206.0,1049.0,634.0,1484.0,1128.0,19.5,58.9,1.3195,2004-11-06 20:00:00,fall
1252.0,1094.0,615.0,1526.0,1188.0,19.5,57.4,1.2874,2004-11-06 21:00:00,fall
1069.0,897.0,729.0,1364.0,998.0,19.1,59.2,1.295,2004-11-06 22:00:00,fall
1061.0,895.0,737.0,1359.0,944.0,18.8,59.1,1.2702,2004-11-06 23:00:00,fall
1072.0,880.0,767.0,1318.0,928.0,18.0,60.4,1.2331,2004-11-07 00:00:00,fall
1075.0,917.0,737.0,1354.0,1037.0,17.5,60.7,1.2009,2004-11-07 01:00:00,fall
992.0,853.0,796.0,1305.0,930.0,17.5,59.4,1.1768,2004-11-07 02:00:00,fall
914.0,741.0,891.0,1210.0,803.0,17.1,59.2,1.1477,2004-11-07 03:00:00,fall
854.0,700.0,980.0,1151.0,665.0,17.0,52.3,1.0009,2004-11-07 04:00:00,fall
774.0,591.0,1151.0,1044.0,533.0,16.1,49.8,0.9021,2004-11-07 05:00:00,fall
757.0,542.0,1339.0,1004.0,449.0,15.5,51.5,0.9026,2004-11-07 06:00:00,fall
752.0,516.0,1370.0,997.0,440.0,15.1,52.0,0.8878,2004-11-07 07:00:00,fall
757.0,551.0,1295.0,967.0,453.0,14.9,46.8,0.7885,2004-11-07 08:00:00,fall
777.0,580.0,1263.0,963.0,465.0,15.5,42.4,0.74,2004-11-07 09:00:00,fall
774.0,583.0,1246.0,966.0,457.0,16.6,38.2,0.7186,2004-11-07 10:00:00,fall
805.0,632.0,1176.0,1033.0,475.0,18.0,34.7,0.7089,2004-11-07 11:00:00,fall
838.0,686.0,1083.0,1046.0,532.0,18.0,35.1,0.7176,2004-11-07 12:00:00,fall
824.0,695.0,1091.0,1035.0,526.0,17.6,33.8,0.6726,2004-11-07 13:00:00,fall
812.0,704.0,1055.0,1044.0,520.0,17.5,33.7,0.6691,2004-11-07 14:00:00,fall
806.0,702.0,1052.0,1035.0,500.0,17.2,33.9,0.6591,2004-11-07 15:00:00,fall
789.0,675.0,1121.0,974.0,482.0,16.8,32.1,0.6073,2004-11-07 16:00:00,fall
821.0,713.0,1067.0,1030.0,539.0,16.0,34.1,0.6155,2004-11-07 17:00:00,fall
1024.0,1127.0,704.0,1346.0,943.0,14.8,37.5,0.6259,2004-11-07 18:00:00,fall
1009.0,995.0,784.0,1201.0,1016.0,14.4,39.2,0.6407,2004-11-07 19:00:00,fall
1064.0,1055.0,738.0,1242.0,1063.0,14.1,43.0,0.6883,2004-11-07 20:00:00,fall
1001.0,1029.0,733.0,1255.0,1034.0,13.4,48.4,0.7397,2004-11-07 21:00:00,fall
927.0,868.0,847.0,1155.0,864.0,12.7,51.2,0.7505,2004-11-07 22:00:00,fall
819.0,613.0,1118.0,1060.0,500.0,9.9,71.4,0.8736,2004-11-07 23:00:00,fall
847.0,630.0,1057.0,1091.0,537.0,10.2,71.6,0.8893,2004-11-08 00:00:00,fall
798.0,621.0,1115.0,1041.0,524.0,10.6,61.3,0.7856,2004-11-08 01:00:00,fall
757.0,561.0,1192.0,998.0,457.0,11.1,55.6,0.7344,2004-11-08 02:00:00,fall
703.0,446.0,818.0,918.0,360.0,11.5,50.4,0.6815,2004-11-08 03:00:00,fall
689.0,407.0,818.0,895.0,333.0,11.3,49.5,0.6615,2004-11-08 04:00:00,fall
698.0,424.0,818.0,903.0,339.0,10.8,50.9,0.657,2004-11-08 05:00:00,fall
720.0,458.0,818.0,917.0,358.0,10.9,50.1,0.6519,2004-11-08 06:00:00,fall
797.0,593.0,1212.0,984.0,494.0,10.8,49.7,0.6429,2004-11-08 07:00:00,fall
950.0,875.0,850.0,1179.0,828.0,10.7,50.4,0.6467,2004-11-08 08:00:00,fall
887.0,809.0,899.0,1111.0,769.0,10.9,50.0,0.6531,2004-11-08 09:00:00,fall
850.0,755.0,966.0,1051.0,714.0,12.1,46.5,0.653,2004-11-08 10:00:00,fall
836.0,740.0,987.0,1046.0,672.0,12.4,44.1,0.6324,2004-11-08 11:00:00,fall
827.0,768.0,972.0,1040.0,671.0,13.0,40.1,0.5989,2004-11-08 12:00:00,fall
819.0,810.0,947.0,1027.0,631.0,13.4,36.3,0.5556,2004-11-08 13:00:00,fall
919.0,978.0,820.0,1180.0,805.0,13.1,38.5,0.5776,2004-11-08 14:00:00,fall
897.0,890.0,850.0,1139.0,808.0,11.5,46.4,0.6302,2004-11-08 15:00:00,fall
973.0,1023.0,780.0,1226.0,964.0,13.1,40.4,0.606,2004-11-08 16:00:00,fall
1065.0,1211.0,669.0,1364.0,1188.0,13.0,39.3,0.5877,2004-11-08 17:00:00,fall
1341.0,1575.0,503.0,1778.0,1571.0,11.3,50.9,0.679,2004-11-08 18:00:00,fall
1303.0,1524.0,515.0,1744.0,1580.0,10.6,53.4,0.6818,2004-11-08 19:00:00,fall
1189.0,1381.0,566.0,1574.0,1426.0,9.5,57.9,0.6877,2004-11-08 20:00:00,fall
1054.0,1106.0,679.0,1297.0,1239.0,8.6,60.5,0.6788,2004-11-08 21:00:00,fall
943.0,900.0,816.0,1129.0,1064.0,8.5,59.7,0.6649,2004-11-08 22:00:00,fall
903.0,872.0,855.0,1108.0,987.0,7.9,61.4,0.6582,2004-11-08 23:00:00,fall
858.0,760.0,940.0,1049.0,873.0,7.1,63.6,0.6442,2004-11-09 00:00:00,fall
821.0,696.0,1032.0,1013.0,783.0,7.2,62.2,0.6362,2004-11-09 01:00:00,fall
781.0,645.0,1088.0,986.0,719.0,5.6,67.9,0.6247,2004-11-09 02:00:00,fall
741.0,580.0,1224.0,952.0,660.0,5.1,68.7,0.6077,2004-11-09 03:00:00,fall
720.0,540.0,1296.0,938.0,613.0,4.4,71.4,0.6024,2004-11-09 04:00:00,fall
733.0,574.0,1238.0,964.0,627.0,4.1,73.1,0.6074,2004-11-09 05:00:00,fall
780.0,666.0,1099.0,1003.0,697.0,3.2,76.8,0.5963,2004-11-09 06:00:00,fall
915.0,873.0,873.0,1135.0,915.0,3.7,76.2,0.6137,2004-11-09 07:00:00,fall
1228.0,1362.0,575.0,1543.0,1399.0,4.9,70.7,0.6193,2004-11-09 08:00:00,fall
1239.0,1373.0,550.0,1593.0,1495.0,7.1,62.0,0.6265,2004-11-09 09:00:00,fall
1209.0,1255.0,588.0,1447.0,1499.0,8.1,59.1,0.6397,2004-11-09 10:00:00,fall
1257.0,1308.0,548.0,1466.0,1720.0,11.1,48.8,0.643,2004-11-09 11:00:00,fall
1007.0,1000.0,727.0,1197.0,1210.0,11.3,46.5,0.6194,2004-11-09 12:00:00,fall
1020.0,1041.0,733.0,1245.0,1123.0,12.5,42.3,0.6104,2004-11-09 13:00:00,fall
1094.0,1144.0,669.0,1327.0,1209.0,12.5,42.8,0.6177,2004-11-09 14:00:00,fall
1045.0,1087.0,712.0,1270.0,1144.0,12.6,42.4,0.6159,2004-11-09 15:00:00,fall
909.0,879.0,874.0,1083.0,847.0,13.8,40.7,0.6405,2004-11-09 16:00:00,fall
1013.0,905.0,816.0,1201.0,923.0,11.0,58.8,0.7705,2004-11-09 17:00:00,fall
1236.0,1206.0,615.0,1523.0,1166.0,8.3,76.5,0.8426,2004-11-09 18:00:00,fall
1275.0,1294.0,570.0,1605.0,1280.0,8.6,75.5,0.8469,2004-11-09 19:00:00,fall
1237.0,1194.0,615.0,1508.0,1193.0,8.8,76.6,0.8678,2004-11-09 20:00:00,fall
1101.0,963.0,748.0,1320.0,966.0,8.0,81.0,0.8714,2004-11-09 21:00:00,fall
962.0,778.0,911.0,1162.0,752.0,7.3,85.7,0.8818,2004-11-09 22:00:00,fall
841.0,680.0,1052.0,1067.0,594.0,6.5,85.6,0.8353,2004-11-09 23:00:00,fall
831.0,620.0,1164.0,1039.0,545.0,6.5,83.5,0.8116,2004-11-10 00:00:00,fall
843.0,622.0,1146.0,1060.0,555.0,6.9,82.3,0.8244,2004-11-10 01:00:00,fall
798.0,600.0,1151.0,1049.0,543.0,7.3,78.1,0.8041,2004-11-10 02:00:00,fall
730.0,477.0,818.0,950.0,420.0,7.9,68.0,0.7265,2004-11-10 03:00:00,fall
715.0,445.0,818.0,925.0,373.0,8.0,64.5,0.695,2004-11-10 04:00:00,fall
726.0,443.0,818.0,942.0,363.0,8.1,68.6,0.7409,2004-11-10 05:00:00,fall
771.0,490.0,818.0,990.0,411.0,6.3,84.8,0.8148,2004-11-10 06:00:00,fall
805.0,555.0,1255.0,1019.0,496.0,6.7,79.8,0.7872,2004-11-10 07:00:00,fall
958.0,803.0,910.0,1172.0,738.0,7.1,77.9,0.7914,2004-11-10 08:00:00,fall
1021.0,959.0,760.0,1297.0,910.0,7.9,73.5,0.7883,2004-11-10 09:00:00,fall
969.0,843.0,857.0,1213.0,821.0,6.9,86.0,0.8632,2004-11-10 10:00:00,fall
923.0,733.0,962.0,1124.0,740.0,6.8,87.1,0.8652,2004-11-10 11:00:00,fall
973.0,850.0,868.0,1213.0,852.0,8.0,81.6,0.8755,2004-11-10 12:00:00,fall
996.0,893.0,808.0,1237.0,895.0,9.5,70.0,0.8296,2004-11-10 13:00:00,fall
1055.0,1007.0,736.0,1301.0,1019.0,10.5,62.2,0.7923,2004-11-10 14:00:00,fall
1023.0,971.0,752.0,1283.0,993.0,11.4,59.1,0.7963,2004-11-10 15:00:00,fall
1039.0,1024.0,721.0,1325.0,1043.0,11.1,58.6,0.7737,2004-11-10 16:00:00,fall
1051.0,1061.0,696.0,1333.0,1111.0,10.8,57.6,0.7473,2004-11-10 17:00:00,fall
1050.0,1070.0,699.0,1334.0,1087.0,10.6,56.9,0.7281,2004-11-10 18:00:00,fall
1156.0,1209.0,614.0,1467.0,1250.0,10.6,59.3,0.7588,2004-11-10 19:00:00,fall
1277.0,1335.0,551.0,1636.0,1331.0,10.0,71.5,0.8768,2004-11-10 20:00:00,fall
1172.0,1159.0,621.0,1461.0,1243.0,10.3,71.1,0.8878,2004-11-10 21:00:00,fall
1048.0,973.0,731.0,1298.0,1074.0,10.5,70.3,0.893,2004-11-10 22:00:00,fall
1144.0,1096.0,643.0,1394.0,1258.0,10.2,71.3,0.8859,2004-11-10 23:00:00,fall
1104.0,1023.0,677.0,1314.0,1189.0,9.7,73.1,0.8787,2004-11-11 00:00:00,fall
