PT08.S1(CO),PT08.S2(NMHC),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,Start,AQI_CO,AQI_NO2,AQI_O3,AQI_PM10,AQI_PM25,AQI_SO2,Overall_AQI,Overall_AQI_Smoothed
1260.0,1160.0,568.0,1755.0,1231.0,19.6,75.3,1.6981,2004-11-01,17.755681818181817,23.58490566037736,9.959634965030054,40.00771604938272,80.31938483547927,5.714285714285714,80.31938483547927,80.40701001430617
1184.0,1084.0,612.0,1674.0,1151.0,19.3,75.8,1.6762,2004-11-01,17.47159083806818,23.58490566037736,9.959634965030054,40.00771604938272,80.31938483547927,5.714285714285714,80.31938483547927,80.31938483547927
1122.0,996.0,660.0,1586.0,1048.0,18.4,76.3,1.6017,2004-11-02,16.335227272727273,16.037735849056602,9.959634965030054,39.19753086419753,76.63912732474965,4.285714285714286,76.63912732474965,80.16604077253221
983.0,881.0,752.0,1472.0,928.0,18.2,76.4,1.5787,2004-11-02,15.625,14.150943396226417,9.959634965030054,39.19753086419753,76.63912732474965,0.0,76.63912732474965,80.01269670958514
885.0,753.0,878.0,1374.0,813.0,17.9,74.8,1.5219,2004-11-02,14.9147728125,8.49056603773585,9.959634965030054,39.19753086419753,76.63912732474965,2.857142857142857,76.63912732474965,79.85935264663806
825.0,661.0,987.0,1334.0,753.0,17.5,74.5,1.4781,2004-11-02,14.346590937499998,1.8867924528301887,9.959634965030054,39.19753086419753,76.63912732474965,2.857142857142857,76.63912732474965,79.706008583691
791.0,627.0,1069.0,1306.0,709.0,17.2,74.0,1.4388,2004-11-02,13.21022728693182,2.830188679245283,9.959634965030054,39.19753086419753,76.63912732474965,2.857142857142857,76.63912732474965,79.55266452074393
802.0,636.0,1016.0,1289.0,721.0,17.6,73.2,1.4555,2004-11-02,12.073863551136364,7.547169811320755,9.959634965030054,39.19753086419753,76.63912732474965,2.857142857142857,76.63912732474965,79.39932045779686
804.0,652.0,1054.0,1294.0,710.0,17.9,69.3,1.4099,2004-11-02,10.511363522727272,10.37735849056604,9.959634965030054,39.19753086419753,76.63912732474965,2.857142857142857,76.63912732474965,79.24597639484979
1014.0,927.0,747.0,1497.0,951.0,16.1,76.3,1.3902,2004-11-02,10.227272713068182,25.471698113207548,9.959634965030054,39.19753086419753,76.63912732474965,2.857142857142857,76.63912732474965,79.09263233190273
1316.0,1317.0,538.0,1860.0,1336.0,17.1,72.8,1.4054,2004-11-02,11.647727258522728,34.905660377358494,9.959634965030054,39.19753086419753,76.63912732474965,2.857142857142857,76.63912732474965,78.93928826895566
1296.0,1435.0,504.0,1899.0,1489.0,20.8,57.9,1.407,2004-11-02,13.778409247159091,38.67924528301887,9.959634965030054,39.19753086419753,76.63912732474965,2.857142857142857,76.63912732474965,78.7859442060086
1381.0,1394.0,495.0,1911.0,1558.0,20.6,60.2,1.4428,2004-11-02,15.625,33.9622641509434,9.959634965030054,39.19753086419753,76.63912732474965,4.285714285714286,76.63912732474965,78.63260014306152
1570.0,1617.0,426.0,2170.0,1944.0,22.1,56.6,1.4851,2004-11-02,17.187499957386365,33.0188679245283,9.959634965030054,39.19753086419753,76.63912732474965,2.857142857142857,76.63912732474965,78.47925608011445
1426.0,1445.0,477.0,1970.0,1782.0,24.0,50.0,1.4679,2004-11-02,18.181818125,34.905660377358494,9.959634965030054,39.19753086419753,76.63912732474965,4.285714285714286,76.63912732474965,78.3259120171674
1535.0,1578.0,440.0,2125.0,1921.0,25.7,45.6,1.487,2004-11-02,19.03409088068182,33.9622641509434,9.959634965030054,39.19753086419753,76.63912732474965,5.714285714285714,76.63912732474965,78.17256795422033
1075.0,923.0,390.0,1456.2645979312647,983.0,25.5,49.7,1.5985,2004-11-02,20.31249992897727,32.075471698113205,9.959634965030054,39.19753086419753,76.63912732474965,7.142857142857143,76.63912732474965,78.01922389127326
1605.0,1603.0,415.0,2199.0,1912.0,25.2,50.6,1.5989,2004-11-02,21.16477269886364,30.18867924528302,9.959634965030054,39.19753086419753,76.63912732474965,5.714285714285714,76.63912732474965,77.86587982832619
1559.0,1586.0,421.0,2197.0,1827.0,25.4,50.7,1.6187,2004-11-02,20.88068171875,29.245283018867926,9.959634965030054,39.19753086419753,76.63912732474965,7.142857142857143,76.63912732474965,77.71253576537913
1075.0,923.0,390.0,1456.2645979312647,1919.0,24.4,56.0,1.6885,2004-11-02,20.312499758522726,31.132075471698112,9.959634965030054,39.19753086419753,76.63912732474965,7.142857142857143,76.63912732474965,77.55919170243206
1075.0,923.0,358.0,1456.2645979312647,2013.0,23.0,62.1,1.7283,2004-11-02,19.74431815340909,32.075471698113205,9.959634965030054,39.19753086419753,76.63912732474965,7.142857142857143,76.63912732474965,77.40584763948499
1075.0,923.0,359.0,1456.2645979312647,1919.0,21.8,65.3,1.6889,2004-11-02,19.74431815340909,32.075471698113205,9.959634965030054,39.19753086419753,76.63912732474965,5.714285714285714,76.63912732474965,77.25250357653792
1075.0,923.0,349.0,1456.2645979312647,1927.0,20.9,67.5,1.6539,2004-11-02,19.46022717329545,30.18867924528302,9.959634965030054,39.19753086419753,76.63912732474965,5.714285714285714,76.63912732474965,77.09915951359085
1461.0,1529.0,450.0,2111.0,1573.0,20.2,68.6,1.6034,2004-11-02,19.46022717329545,29.245283018867926,9.959634965030054,39.19753086419753,76.63912732474965,7.142857142857143,76.63912732474965,76.94581545064379
1258.0,1272.0,541.0,1804.0,1325.0,19.3,70.8,1.5728,2004-11-02,19.176136363636363,27.358490566037737,9.959634965030054,39.19753086419753,76.63912732474965,5.714285714285714,76.63912732474965,76.79247138769672
1138.0,1113.0,610.0,1641.0,1203.0,19.2,68.8,1.5097,2004-11-02,18.892045383522728,24.52830188679245,9.959634965030054,39.19753086419753,76.63912732474965,5.714285714285714,76.63912732474965,76.63912732474965
936.0,849.0,798.0,1381.0,947.0,20.4,61.1,1.4495,2004-11-03,18.323863607954543,22.641509433962263,9.959634965030054,40.54783950617284,74.53612303290416,5.714285714285714,74.53612303290416,76.55150214592275
1167.0,1090.0,626.0,1620.0,1106.0,18.0,71.5,1.4615,2004-11-03,17.187500042613635,19.81132075471698,9.959634965030054,40.54783950617284,74.53612303290416,5.714285714285714,74.53612303290416,76.46387696709586
1071.0,1003.0,665.0,1542.0,1045.0,17.5,73.2,1.4515,2004-11-03,16.477272769886362,13.20754716981132,9.959634965030054,40.54783950617284,74.53612303290416,5.714285714285714,74.53612303290416,76.37625178826897
866.0,717.0,909.0,1328.0,827.0,17.2,71.7,1.394,2004-11-03,15.340909190340907,10.37735849056604,9.959634965030054,40.54783950617284,74.53612303290416,5.714285714285714,74.53612303290416,76.28862660944206
836.0,647.0,985.0,1271.0,777.0,16.4,74.4,1.3779,2004-11-03,14.914772897727271,9.433962264150944,9.959634965030054,40.54783950617284,74.53612303290416,5.714285714285714,74.53612303290416,76.20100143061518
823.0,630.0,1033.0,1253.0,748.0,16.8,71.9,1.3628,2004-11-03,14.204545624999998,7.547169811320755,9.959634965030054,40.54783950617284,74.53612303290416,5.714285714285714,74.53612303290416,76.11337625178827
890.0,727.0,917.0,1290.0,833.0,16.9,70.5,1.3504,2004-11-03,13.35227286931818,7.547169811320755,9.959634965030054,40.54783950617284,74.53612303290416,5.714285714285714,74.53612303290416,76.02575107296138
1019.0,901.0,750.0,1438.0,960.0,17.0,70.1,1.3512,2004-11-03,13.636363849431817,15.09433962264151,9.959634965030054,40.54783950617284,74.53612303290416,8.571428571428571,74.53612303290416,75.93812589413449
1177.0,1166.0,621.0,1667.0,1157.0,18.8,62.5,1.3401,2004-11-03,14.914772897727271,16.9811320754717,9.959634965030054,40.54783950617284,74.53612303290416,10.0,74.53612303290416,75.85050071530759
1348.0,1398.0,505.0,1847.0,1444.0,20.3,58.4,1.3745,2004-11-03,16.761363735795452,23.58490566037736,9.959634965030054,40.54783950617284,74.53612303290416,12.857142857142858,74.53612303290416,75.7628755364807
1341.0,1323.0,516.0,1786.0,1522.0,23.7,49.1,1.423,2004-11-03,17.613636321022728,20.75471698113208,9.959634965030054,40.54783950617284,74.53612303290416,17.142857142857142,74.53612303290416,75.6752503576538
1307.0,1278.0,527.0,1767.0,1452.0,26.6,42.8,1.4713,2004-11-03,18.03977262784091,20.75471698113208,9.959634965030054,40.54783950617284,74.53612303290416,21.42857142857143,74.53612303290416,75.58762517882691
1305.0,1287.0,525.0,1771.0,1437.0,26.2,43.5,1.4591,2004-11-03,18.323863607954543,18.867924528301888,9.959634965030054,40.54783950617284,74.53612303290416,22.857142857142858,74.53612303290416,75.50000000000001
1177.0,1090.0,612.0,1632.0,1209.0,26.3,43.6,1.4663,2004-11-03,18.607954588068186,24.52830188679245,9.959634965030054,40.54783950617284,74.53612303290416,0.0,74.53612303290416,75.41237482117312
1192.0,1085.0,617.0,1638.0,1170.0,26.6,42.5,1.4568,2004-11-03,18.892045568181818,26.41509433962264,9.959634965030054,40.54783950617284,74.53612303290416,17.142857142857142,74.53612303290416,75.32474964234622
1214.0,1080.0,611.0,1642.0,1190.0,26.3,43.7,1.4718,2004-11-03,18.03977279829545,33.0188679245283,9.959634965030054,40.54783950617284,74.53612303290416,0.0,74.53612303290416,75.23712446351932
1240.0,1152.0,575.0,1699.0,1278.0,25.6,46.2,1.4903,2004-11-03,16.61931825284091,37.735849056603776,9.959634965030054,40.54783950617284,74.53612303290416,12.857142857142858,74.53612303290416,75.14949928469242
1271.0,1188.0,563.0,1703.0,1305.0,25.1,47.6,1.4983,2004-11-03,15.625,44.33962264150944,9.959634965030054,40.54783950617284,74.53612303290416,0.0,74.53612303290416,75.06187410586553
1333.0,1312.0,520.0,1853.0,1364.0,23.8,51.4,1.4956,2004-11-03,17.045454545454547,53.130434782608695,9.959634965030054,40.54783950617284,74.53612303290416,12.857142857142858,74.53612303290416,74.97424892703863
1390.0,1414.0,487.0,1959.0,1428.0,23.3,53.1,1.496,2004-11-03,20.88068170454545,61.65217391304348,9.959634965030054,40.54783950617284,74.53612303290416,0.0,74.53612303290416,74.88662374821173
1266.0,1261.0,541.0,1807.0,1285.0,22.4,55.2,1.4735,2004-11-03,26.42045421875,64.84782608695653,9.959634965030054,40.54783950617284,74.53612303290416,14.285714285714286,74.53612303290416,74.79899856938485
1140.0,1072.0,626.0,1597.0,1143.0,21.7,57.7,1.4766,2004-11-03,29.82954491477273,46.22641509433962,9.959634965030054,40.54783950617284,74.53612303290416,0.0,74.53612303290416,74.71137339055794
1240.0,1168.0,582.0,1714.0,1235.0,20.5,63.0,1.5043,2004-11-03,31.960226732954546,35.84905660377358,9.959634965030054,40.54783950617284,74.53612303290416,11.428571428571429,74.53612303290416,74.62374821173105
1187.0,1122.0,589.0,1641.0,1208.0,19.5,67.6,1.5156,2004-11-03,33.23863579545455,25.471698113207548,9.959634965030054,40.54783950617284,74.53612303290416,0.0,74.53612303290416,74.53612303290416
1043.0,975.0,675.0,1489.0,1041.0,18.7,69.0,1.4727,2004-11-04,33.94886306818182,19.81132075471698,9.959634965030054,42.86265432098765,73.3969957081545,11.428571428571429,73.3969957081545,74.48865939437293
948.0,826.0,802.0,1382.0,897.0,19.3,65.5,1.45,2004-11-04,33.94886306818182,15.09433962264151,9.959634965030054,42.86265432098765,73.3969957081545,0.0,73.3969957081545,74.44119575584169
955.0,775.0,831.0,1362.0,862.0,17.6,70.8,1.4105,2004-11-04,31.81818125,12.264150943396226,9.959634965030054,42.86265432098765,73.3969957081545,7.142857142857143,73.3969957081545,74.39373211731045
915.0,721.0,891.0,1315.0,816.0,16.8,72.9,1.3851,2004-11-04,27.414772301136363,9.433962264150944,9.959634965030054,42.86265432098765,73.3969957081545,0.0,73.3969957081545,74.34626847877921
832.0,644.0,990.0,1239.0,747.0,17.8,68.1,1.3722,2004-11-04,21.59090880681818,9.433962264150944,9.959634965030054,42.86265432098765,73.3969957081545,7.142857142857143,73.3969957081545,74.29880484024798
846.0,628.0,1025.0,1218.0,727.0,16.1,73.5,1.3329,2004-11-04,17.897727130681815,8.49056603773585,9.959634965030054,42.86265432098765,73.3969957081545,0.0,73.3969957081545,74.25134120171676
897.0,750.0,874.0,1270.0,799.0,15.8,73.5,1.3151,2004-11-04,15.48295433238636,8.49056603773585,9.959634965030054,42.86265432098765,73.3969957081545,7.142857142857143,73.3969957081545,74.20387756318551
908.0,767.0,868.0,1272.0,807.0,17.0,68.0,1.3102,2004-11-04,14.630681576704545,12.264150943396226,9.959634965030054,42.86265432098765,73.3969957081545,0.0,73.3969957081545,74.15641392465427
1348.0,1357.0,526.0,1833.0,1324.0,16.0,72.2,1.3077,2004-11-04,15.05681786931818,17.92452830188679,9.959634965030054,42.86265432098765,73.3969957081545,0.0,73.3969957081545,74.10895028612303
1384.0,1386.0,504.0,1833.0,1404.0,17.8,65.4,1.3213,2004-11-04,16.051136122159093,21.69811320754717,9.959634965030054,42.86265432098765,73.3969957081545,0.0,73.3969957081545,74.06148664759179
1473.0,1463.0,462.0,1948.0,1605.0,20.6,56.0,1.3467,2004-11-04,17.471590667613636,25.471698113207548,9.959634965030054,42.86265432098765,73.3969957081545,0.0,73.3969957081545,74.01402300906058
1360.0,1287.0,517.0,1755.0,1478.0,23.6,48.0,1.3757,2004-11-04,18.74999973011364,25.471698113207548,9.959634965030054,42.86265432098765,73.3969957081545,0.0,73.3969957081545,73.96655937052934
1305.0,1223.0,545.0,1720.0,1414.0,23.7,49.8,1.4433,2004-11-04,19.744317982954545,35.84905660377358,9.959634965030054,42.86265432098765,73.3969957081545,0.0,73.3969957081545,73.9190957319981
1337.0,1302.0,507.0,1786.0,1465.0,24.7,47.4,1.4527,2004-11-04,20.596590738636365,38.67924528301887,9.959634965030054,42.86265432098765,73.3969957081545,0.0,73.3969957081545,73.87163209346686
1414.0,1414.0,478.0,1896.0,1588.0,25.9,42.8,1.4122,2004-11-04,21.306818011363635,35.84905660377358,9.959634965030054,42.86265432098765,73.3969957081545,0.0,73.3969957081545,73.82416845493562
1463.0,1417.0,467.0,1900.0,1651.0,26.8,43.3,1.4977,2004-11-04,21.306818011363635,32.075471698113205,9.959634965030054,42.86265432098765,73.3969957081545,0.0,73.3969957081545,73.77670481640439
1530.0,1425.0,457.0,1975.0,1652.0,26.6,45.5,1.5555,2004-11-04,20.02840913352273,29.245283018867926,9.959634965030054,42.86265432098765,73.3969957081545,0.0,73.3969957081545,73.72924117787316
1075.0,923.0,340.0,1456.2645979312647,983.0,24.8,53.9,1.6683,2004-11-04,19.60227284090909,25.471698113207548,9.959634965030054,42.86265432098765,73.3969957081545,0.0,73.3969957081545,73.68177753934192
1075.0,923.0,328.0,1456.2645979312647,983.0,23.1,61.1,1.7082,2004-11-04,21.448863678977272,39.62264150943396,9.959634965030054,42.86265432098765,73.3969957081545,0.0,73.3969957081545,73.63431390081068
1589.0,1619.0,406.0,2216.0,1780.0,22.2,63.7,1.6865,2004-11-04,23.72159098011364,42.45283018867924,9.959634965030054,42.86265432098765,73.3969957081545,0.0,73.3969957081545,73.58685026227944
1463.0,1484.0,443.0,2011.0,1590.0,21.1,66.1,1.6313,2004-11-04,26.42045440340909,54.19565217391305,9.959634965030054,42.86265432098765,73.3969957081545,0.0,73.3969957081545,73.53938662374821
1380.0,1345.0,493.0,1856.0,1419.0,20.0,69.0,1.5956,2004-11-04,28.124999758522726,38.67924528301887,9.959634965030054,42.86265432098765,73.3969957081545,0.0,73.3969957081545,73.49192298521699
1383.0,1332.0,495.0,1855.0,1415.0,19.1,72.0,1.5732,2004-11-04,30.823863536931817,39.62264150943396,9.959634965030054,42.86265432098765,73.3969957081545,0.0,73.3969957081545,73.44445934668575
1181.0,1094.0,600.0,1599.0,1180.0,18.8,70.6,1.5209,2004-11-04,32.67045454545455,25.471698113207548,9.959634965030054,42.86265432098765,73.3969957081545,0.0,73.3969957081545,73.3969957081545
1061.0,931.0,699.0,1481.0,1015.0,18.5,69.5,1.4657,2004-11-05,34.65909069602273,21.69811320754717,9.959634965030054,45.67901234567901,72.34549356223177,0.0,72.34549356223177,73.35318311874106
1091.0,945.0,698.0,1467.0,1014.0,18.4,68.5,1.439,2004-11-05,34.37499971590909,18.867924528301888,9.959634965030054,45.67901234567901,72.34549356223177,0.0,72.34549356223177,73.30937052932761
1010.0,884.0,719.0,1430.0,938.0,16.8,73.3,1.3915,2004-11-05,31.676136292613634,14.150943396226417,9.959634965030054,45.67901234567901,72.34549356223177,0.0,72.34549356223177,73.26555793991416
868.0,688.0,922.0,1249.0,777.0,17.9,66.8,1.3596,2004-11-05,28.97727268465909,12.264150943396226,9.959634965030054,45.67901234567901,72.34549356223177,0.0,72.34549356223177,73.22174535050071
852.0,639.0,1009.0,1204.0,723.0,16.5,71.0,1.3239,2004-11-05,25.99431828125,11.320754716981131,9.959634965030054,45.67901234567901,72.34549356223177,0.0,72.34549356223177,73.17793276108726
826.0,601.0,1056.0,1180.0,702.0,16.9,67.9,1.295,2004-11-05,23.86363646306818,8.49056603773585,9.959634965030054,45.67901234567901,72.34549356223177,0.0,72.34549356223177,73.13412017167381
862.0,677.0,973.0,1192.0,725.0,16.1,69.3,1.2591,2004-11-05,20.738636392045454,7.547169811320755,9.959634965030054,45.67901234567901,72.34549356223177,0.0,72.34549356223177,73.09030758226037
951.0,800.0,803.0,1257.0,836.0,16.1,69.6,1.2593,2004-11-05,18.892045383522728,14.150943396226417,9.959634965030054,45.67901234567901,72.34549356223177,0.0,72.34549356223177,73.04649499284693
1210.0,1188.0,583.0,1575.0,1129.0,16.2,70.1,1.2837,2004-11-05,18.607954758522727,18.867924528301888,9.959634965030054,45.67901234567901,72.34549356223177,0.0,72.34549356223177,73.00268240343348
1601.0,923.0,389.0,2252.0,1718.0,16.5,69.3,1.2897,2004-11-05,19.88636399147727,23.58490566037736,9.959634965030054,45.67901234567901,72.34549356223177,0.0,72.34549356223177,72.95886981402003
1477.0,1443.0,469.0,1878.0,1646.0,19.6,58.3,1.3141,2004-11-05,21.448863849431817,50.0,9.959634965030054,45.67901234567901,72.34549356223177,25.714285714285715,72.34549356223177,72.91505722460658
1458.0,1408.0,471.0,1889.0,1664.0,20.7,55.5,1.3414,2004-11-05,22.017045639204547,50.0,9.959634965030054,45.67901234567901,72.34549356223177,24.285714285714285,72.34549356223177,72.87124463519314
1354.0,1321.0,504.0,1799.0,1496.0,20.8,56.3,1.3664,2004-11-05,22.301136619318186,54.19565217391305,9.959634965030054,45.67901234567901,72.34549356223177,0.0,72.34549356223177,72.82743204577969
1385.0,1354.0,490.0,1823.0,1506.0,21.7,53.1,1.3649,2004-11-05,23.153409389204544,66.97826086956522,9.959634965030054,45.67901234567901,72.34549356223177,0.0,72.34549356223177,72.78361945636624
1460.0,1430.0,466.0,1932.0,1604.0,23.0,49.0,1.362,2004-11-05,23.579545681818185,74.43478260869566,9.959634965030054,45.67901234567901,72.34549356223177,0.0,74.43478260869566,72.82686057722212
1492.0,1463.0,460.0,1935.0,1632.0,24.2,44.0,1.3078,2004-11-05,23.011363892045456,72.30434782608695,9.959634965030054,45.67901234567901,72.34549356223177,0.0,72.34549356223177,72.78304798780867
1569.0,1547.0,435.0,2016.0,1736.0,24.7,43.6,1.3396,2004-11-05,21.732954659090908,81.8913043478261,9.959634965030054,45.67901234567901,72.34549356223177,0.0,81.8913043478261,73.13697751446166
1075.0,923.0,351.0,1456.2645979312647,983.0,23.0,54.2,1.5066,2004-11-05,21.590908991477274,75.5,9.959634965030054,45.67901234567901,72.34549356223177,0.0,75.5,73.22460269328856
1075.0,923.0,359.0,1456.2645979312647,983.0,21.4,60.9,1.5322,2004-11-05,21.16477269886364,66.97826086956522,9.959634965030054,45.67901234567901,72.34549356223177,0.0,72.34549356223177,73.18079010387511
1388.0,1363.0,485.0,1815.0,1556.0,20.3,61.4,1.4417,2004-11-05,21.732954659090908,66.97826086956522,9.959634965030054,45.67901234567901,72.34549356223177,0.0,72.34549356223177,73.13697751446166
1303.0,1177.0,562.0,1619.0,1389.0,20.0,63.2,1.4581,2004-11-05,22.01704546875,63.78260869565217,9.959634965030054,45.67901234567901,72.34549356223177,0.0,72.34549356223177,73.09316492504821
1257.0,1126.0,581.0,1599.0,1300.0,19.1,64.4,1.405,2004-11-05,22.86931822443182,57.391304347826086,9.959634965030054,45.67901234567901,72.34549356223177,0.0,72.34549356223177,73.04935233563477
1132.0,1002.0,640.0,1474.0,1126.0,18.1,67.5,1.3855,2004-11-05,23.57954549715909,54.19565217391305,9.959634965030054,45.67901234567901,72.34549356223177,0.0,72.34549356223177,73.00553974622132
1050.0,881.0,732.0,1363.0,982.0,17.8,66.9,1.3464,2004-11-05,24.28977276988636,47.16981132075472,9.959634965030054,45.67901234567901,72.34549356223177,11.428571428571429,72.34549356223177,72.96172715680787
1033.0,842.0,756.0,1362.0,941.0,17.6,66.5,1.3249,2004-11-06,23.57954549715909,36.79245283018868,9.959634965030054,45.98765432098765,70.76824034334764,0.0,70.76824034334764,72.8960082726877
1106.0,938.0,685.0,1395.0,1010.0,16.1,71.2,1.2948,2004-11-06,20.88068190340909,32.075471698113205,9.959634965030054,45.98765432098765,70.76824034334764,10.0,70.76824034334764,72.83028938856752
1107.0,940.0,689.0,1403.0,985.0,15.5,73.3,1.2845,2004-11-06,18.32386370738637,27.358490566037737,9.959634965030054,45.98765432098765,70.76824034334764,7.142857142857143,70.76824034334764,72.76457050444735
1011.0,856.0,769.0,1341.0,889.0,15.4,72.8,1.2633,2004-11-06,15.767045411931818,27.358490566037737,9.959634965030054,45.98765432098765,70.76824034334764,0.0,70.76824034334764,72.69885162032718
916.0,726.0,879.0,1248.0,791.0,15.6,70.8,1.2461,2004-11-06,13.778409076704545,24.52830188679245,9.959634965030054,45.98765432098765,70.76824034334764,0.0,70.76824034334764,72.633132736207
852.0,641.0,1012.0,1172.0,710.0,17.0,64.5,1.2374,2004-11-06,10.937499985795457,21.69811320754717,9.959634965030054,45.98765432098765,70.76824034334764,0.0,70.76824034334764,72.56741385208683
889.0,694.0,913.0,1198.0,743.0,14.9,72.3,1.2186,2004-11-06,8.664772727272727,19.81132075471698,9.959634965030054,45.98765432098765,70.76824034334764,0.0,70.76824034334764,72.50169496796667
1002.0,828.0,798.0,1307.0,857.0,14.0,76.6,1.2183,2004-11-06,7.386363664772727,19.81132075471698,9.959634965030054,45.98765432098765,70.76824034334764,0.0,70.76824034334764,72.43597608384648
1231.0,1134.0,587.0,1572.0,1143.0,14.6,74.2,1.2256,2004-11-06,7.954545454545454,24.52830188679245,9.959634965030054,45.98765432098765,70.76824034334764,0.0,70.76824034334764,72.37025719972632
1212.0,1191.0,551.0,1586.0,1210.0,15.9,69.8,1.253,2004-11-06,8.948863693181817,24.52830188679245,9.959634965030054,45.98765432098765,70.76824034334764,0.0,70.76824034334764,72.30453831560615
1121.0,1012.0,650.0,1436.0,1060.0,18.4,61.3,1.2854,2004-11-06,10.227272826704544,31.132075471698112,9.959634965030054,45.98765432098765,70.76824034334764,0.0,70.76824034334764,72.23881943148598
1260.0,1121.0,568.0,1569.0,1252.0,20.0,56.7,1.3078,2004-11-06,10.795454616477272,39.62264150943396,9.959634965030054,45.98765432098765,70.76824034334764,0.0,70.76824034334764,72.1731005473658
1391.0,1214.0,518.0,1691.0,1435.0,20.4,57.0,1.3507,2004-11-06,11.36363640625,34.905660377358494,9.959634965030054,45.98765432098765,70.76824034334764,0.0,70.76824034334764,72.10738166324563
1463.0,1280.0,482.0,1794.0,1544.0,20.7,59.3,1.4283,2004-11-06,11.789772784090909,32.075471698113205,9.959634965030054,45.98765432098765,70.76824034334764,0.0,70.76824034334764,72.04166277912547
1464.0,1321.0,475.0,1794.0,1600.0,21.7,54.8,1.4024,2004-11-06,11.93181822443182,25.471698113207548,9.959634965030054,45.98765432098765,70.76824034334764,10.0,70.76824034334764,71.88889018473596
1412.0,1230.0,516.0,1672.0,1534.0,22.0,54.2,1.4096,2004-11-06,11.789772741477272,24.52830188679245,9.959634965030054,45.98765432098765,70.76824034334764,8.571428571428571,70.76824034334764,71.8231713006158
1450.0,1292.0,495.0,1768.0,1495.0,21.4,57.1,1.4356,2004-11-06,10.511363678977272,24.52830188679245,9.959634965030054,45.98765432098765,70.76824034334764,10.0,70.76824034334764,71.35971030042919
1416.0,1283.0,510.0,1739.0,1442.0,20.8,58.7,1.4259,2004-11-06,9.090909133522729,25.471698113207548,9.959634965030054,45.98765432098765,70.76824034334764,2.857142857142857,70.76824034334764,71.16255364806868
1346.0,1211.0,540.0,1674.0,1340.0,20.1,59.6,1.3852,2004-11-06,7.8125,28.30188679245283,9.959634965030054,45.98765432098765,70.76824034334764,2.857142857142857,70.76824034334764,71.09683476394851
1273.0,1137.0,586.0,1563.0,1231.0,20.0,58.4,1.3473,2004-11-06,7.528409105113636,26.41509433962264,9.959634965030054,45.98765432098765,70.76824034334764,1.4285714285714286,70.76824034334764,71.03111587982833
1206.0,1049.0,634.0,1484.0,1128.0,19.5,58.9,1.3195,2004-11-06,8.096590880681816,28.30188679245283,9.959634965030054,45.98765432098765,70.76824034334764,0.0,70.76824034334764,70.96539699570816
1252.0,1094.0,615.0,1526.0,1188.0,19.5,57.4,1.2874,2004-11-06,8.806818068181817,27.358490566037737,9.959634965030054,45.98765432098765,70.76824034334764,0.0,70.76824034334764,70.89967811158799
1069.0,897.0,729.0,1364.0,998.0,19.1,59.2,1.295,2004-11-06,10.08522713068182,27.358490566037737,9.959634965030054,45.98765432098765,70.76824034334764,0.0,70.76824034334764,70.83395922746782
1061.0,895.0,737.0,1359.0,944.0,18.8,59.1,1.2702,2004-11-06,11.363636193181817,25.471698113207548,9.959634965030054,45.98765432098765,70.76824034334764,0.0,70.76824034334764,70.76824034334764
1072.0,880.0,767.0,1318.0,928.0,18.0,60.4,1.2331,2004-11-07,12.642045255681817,24.52830188679245,9.959634965030054,44.98456790123457,68.05185979971388,0.0,68.05185979971388,70.65505782069623
1075.0,917.0,737.0,1354.0,1037.0,17.5,60.7,1.2009,2004-11-07,14.204545298295455,20.75471698113208,9.959634965030054,44.98456790123457,68.05185979971388,0.0,68.05185979971388,70.54187529804483
992.0,853.0,796.0,1305.0,930.0,17.5,59.4,1.1768,2004-11-07,15.05681796875,18.867924528301888,9.959634965030054,44.98456790123457,68.05185979971388,0.0,68.05185979971388,70.42869277539343
914.0,741.0,891.0,1210.0,803.0,17.1,59.2,1.1477,2004-11-07,15.624999843750002,17.92452830188679,9.959634965030054,44.98456790123457,68.05185979971388,0.0,68.05185979971388,70.31551025274202
854.0,700.0,980.0,1151.0,665.0,17.0,52.3,1.0009,2004-11-07,15.198863551136366,17.92452830188679,9.959634965030054,44.98456790123457,68.05185979971388,0.0,68.05185979971388,70.2023277300906
774.0,591.0,1151.0,1044.0,533.0,16.1,49.8,0.9021,2004-11-07,14.20454546875,20.75471698113208,9.959634965030054,44.98456790123457,68.05185979971388,0.0,68.05185979971388,70.0891452074392
757.0,542.0,1339.0,1004.0,449.0,15.5,51.5,0.9026,2004-11-07,12.78409096590909,18.867924528301888,9.959634965030054,44.98456790123457,68.05185979971388,0.0,68.05185979971388,69.9759626847878
752.0,516.0,1370.0,997.0,440.0,15.1,52.0,0.8878,2004-11-07,11.505681903409092,16.037735849056602,9.959634965030054,44.98456790123457,68.05185979971388,0.0,68.05185979971388,69.86278016213639
757.0,551.0,1295.0,967.0,453.0,14.9,46.8,0.7885,2004-11-07,9.943181946022728,16.037735849056602,9.959634965030054,44.98456790123457,68.05185979971388,0.0,68.05185979971388,69.74959763948497
777.0,580.0,1263.0,963.0,465.0,15.5,42.4,0.74,2004-11-07,7.954545525568182,16.037735849056602,9.959634965030054,44.98456790123457,68.05185979971388,0.0,68.05185979971388,69.63641511683358
